title,original_title,studio,associate_studios,original_language,tmdb_release_date,IAD_release_date,genres,poster_path,IAD_link,tmdbUrl
Mooned,Mooned,Illumination Entertainment,,English,2023-12-06,2023-12-22,"Family,Comedy",/rhxmlGe6mi7437ykXd1P11EWfzO.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=91490,https://www.themoviedb.org/movie/1207417
Leo,Leo,Netflix,Animal Logic,English,2023-11-17,2023-11-21,"Comedy,Family",/pD6sL4vntUOXHmuvJPPZAgvyfd9.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=88830,https://www.themoviedb.org/movie/1075794
Under the Boardwalk,Under the Boardwalk,Paramount Animation,,English,2023-10-27,2023-10-27,"Comedy,Family,Romance",/dYubl9T67KKgggQUawHs0xYMWEU.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71735,https://www.themoviedb.org/movie/609271
Chicken Run: Dawn of the Nugget,Chicken Run: Dawn of the Nugget,Aardman,"StudioCanal, Pathé",English,2023-12-08,2023-12-15,"Family,Adventure,Comedy",/uR03YFvc7rZg8Yb1uOKekIS084A.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=84719,https://www.themoviedb.org/movie/520758
Migration,Migration,Illumination Entertainment,Skywalker Sound,English,2023-12-06,2023-12-22,"Action,Adventure,Comedy,Family",/ldfCF9RhR40mppkzmftxapaHeTo.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83340,https://www.themoviedb.org/movie/940551
Strawberry Shortcake and the Beast of Berry Bog,Strawberry Shortcake and the Beast of Berry Bog,WildBrain,,English,2023-09-22,2023-09-22,Family,/43SdiZr9z9TqY5liPkY4j7GvJUt.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=93540,https://www.themoviedb.org/movie/1186402
PAW Patrol: The Mighty Movie,PAW Patrol: The Mighty Movie,Spin Master Entertainment,Mikros Image,English,2023-09-21,2023-09-29,"Family,Action,Science Fiction,Comedy,Drama,Adventure",/aTvePCU7exLepwg5hWySjwxojQK.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78036,https://www.themoviedb.org/movie/893723
The Swan Princess: Far Longer Than Forever,The Swan Princess: Far Longer Than Forever,StreetLight Animation,,English,2023-09-19,2023-09-19,"Family,Adventure",/dWyxPokAp4eiJXWriYbNvU2v1V.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=89161,https://www.themoviedb.org/movie/1175959
Polly Pocket Sparkle Cove Adventure,Polly Pocket Sparkle Cove Adventure,WildBrain,Inspidea,English,2023-08-21,2023-08-21,Family,/bBCQXZwOJx5DBpD0UghypK61pCQ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=89853,https://www.themoviedb.org/movie/1168183
Snoopy Presents: One-of-a-Kind Marcie,Snoopy Presents: One-of-a-Kind Marcie,WildBrain,,English,2023-08-17,2023-08-18,Family,/lFDPyo6mdooNcHvgy17gz1GEjg4.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=85022,https://www.themoviedb.org/movie/1128604
The Monkey King,The Monkey King,Netflix,,English,2023-08-11,2023-08-18,"Fantasy,Adventure,Family,Comedy",/i6ye8ueFhVE5pXatgyRrZ83LBD8.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=87343,https://www.themoviedb.org/movie/832502
Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,Nickelodeon,"Mikros Image, Cinesite Animation Studios, Point Grey, Company 3, Formosa Group",English,2023-07-31,2023-08-02,"Comedy,Action,Science Fiction",/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78019,https://www.themoviedb.org/movie/614930
The Boy and the Heron,君たちはどう生きるか,Studio Ghibli,,Japanese,2023-07-14,2023-07-14,"Adventure,Fantasy",/f4oZTcfGrVTXKTWg157AwikXqmP.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=81550,https://www.themoviedb.org/movie/508883
Resident Evil: Death Island,バイオハザード：デスアイランド,TMS Entertainment,,Japanese,2023-06-22,2023-07-07,"Action,Horror",/qayga07ICNDswm0cMJ8P3VwklFZ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=84106,https://www.themoviedb.org/movie/1083862
Nimona,Nimona,Annapurna Pictures,,English,2023-06-23,2023-06-30,"Adventure,Fantasy,Family",/2NQljeavtfl22207D1kxLpa4LS3.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=85021,https://www.themoviedb.org/movie/961323
Robot Dreams,Robot Dreams,Arcadia Motion Pictures,,,2023-10-20,2023-12-06,"Comedy,Drama,Family",/vSzOobYVu16MogSALNg1bjTaGc.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=90387,https://www.themoviedb.org/movie/838240
The Swan Princess: A Fairytale Is Born,The Swan Princess: A Fairytale Is Born,StreetLight Animation,,English,2023-05-15,2023-05-23,"Family,Fantasy",/2axXVpi3dKfESWzgncbakLB7o7f.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=89160,https://www.themoviedb.org/movie/1118203
The Super Mario Bros. Movie,The Super Mario Bros. Movie,Illumination Entertainment,"Nintendo, Illumination Mac Guff, Company 3, Skywalker Sound",English,2023-04-05,2023-04-05,"Family,Adventure,Fantasy,Comedy",/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77944,https://www.themoviedb.org/movie/502356
We Lost Our Human,We Lost Our Human,Netflix,,English,2023-03-21,2023-03-21,"Adventure,Comedy",/A8IcCEswNqNTj5A1l7FJ3gGQ4Fp.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=81710,https://www.themoviedb.org/movie/973883
The Magician's Elephant,The Magician's Elephant,Netflix,Animal Logic,English,2023-03-10,2023-03-17,"Adventure,Family,Fantasy,Comedy",/cAoAgzOCxSytYBqqCQulhXNR3LB.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80508,https://www.themoviedb.org/movie/776835
Blue Giant,BLUE GIANT,NUT,,Japanese,2023-02-17,2023-02-17,Drama,/7X0vHLqpK2BDS0QXM4bRzRPdDQH.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=89333,https://www.themoviedb.org/movie/887870
Rock Dog 3: Battle the Beat,Rock Dog 3: Battle the Beat,Splash Entertainment,,English,2023-02-02,2023-01-24,"Adventure,Comedy",/39Hr1FKfqqvx0umS60PCCWtBOKd.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79594,https://www.themoviedb.org/movie/1054972
The First Slam Dunk,THE FIRST SLAM DUNK,Toei Animation,,Japanese,2022-12-03,2022-12-03,"Comedy,Drama",/7i3EBXY87HdHagCoFbmjHQ8DlkG.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=87148,https://www.themoviedb.org/movie/783675
Blue's Big City Adventure,Blue's Big City Adventure,Nickelodeon,,English,2022-11-18,2022-11-18,"Family,Adventure,Comedy",/sAYBC3WhhiX25629HLpCvkpGk9q.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77945,https://www.themoviedb.org/movie/939210
The Soccer Football Movie,The Soccer Football Movie,L'Atelier Animation,,English,2022-11-09,2022-11-09,"Comedy,Family",/sWoYDNPNZs5MtzPbirXV73tIHrA.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=90388,https://www.themoviedb.org/movie/1037858
The Paloni Show! Halloween Special!,The Paloni Show! Halloween Special!,Justin Roiland's Solo Vanity Card Productions,,English,2022-10-17,2022-10-17,"Comedy,Horror",/y9LjwvEZDFWojjyKXdHb20A6526.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78027,https://www.themoviedb.org/movie/1019105
Mortal Kombat Legends: Snow Blind,Mortal Kombat Legends: Snow Blind,Warner Bros.,,English,2022-10-09,2022-10-11,"Action,Fantasy",/jtsq5Vc4auAguReZqCUvRGHUWuq.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76878,https://www.themoviedb.org/movie/1007401
Aqua Teen Forever: Plantasm,Aqua Teen Forever: Plantasm,Williams Street,"Bento Box Animation, Skywalker Sound",English,2022-10-06,2022-11-08,"Comedy,Science Fiction",/dzMfgDxEOfFdw6WIaoC94CayYWL.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78221,https://www.themoviedb.org/movie/828900
Trick or Treat Scooby-Doo!,Trick or Treat Scooby-Doo!,Warner Bros.,Snipple Animation Studios,English,2022-10-04,2022-10-04,"Adventure,Mystery,Comedy,Family",/r4ZDV5Xm8qrbG2TIPlocs2wJxHL.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77233,https://www.themoviedb.org/movie/1015724
Entergalactic,Entergalactic,Netflix,,English,2022-09-28,2022-09-30,Romance,/cfXbwPWwlmMhC45asWxCWq3Utwa.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78416,https://www.themoviedb.org/movie/1027014
Welcome to the Club,Welcome to the Club,Gracie Films,"AKOM, 20th Television Animation",English,2022-09-08,2022-09-08,Comedy,/kxB9E6fo0ycHzd13oOTHmGa5Njd.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77201,https://www.themoviedb.org/movie/1015602
Tom and Jerry: Snowman's Land,Tom and Jerry: Snowman's Land,Warner Bros.,"Renegade Animation, Slap Happy Cartoons",English,2022-09-06,2022-11-15,"Family,Comedy,Adventure",/memqWrs4zmLgMBfzTfebrOXbytG.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77304,https://www.themoviedb.org/movie/1018403
The Great Wolf Pack: A Call to Adventure,The Great Wolf Pack: A Call to Adventure,Great Wolf Entertainment,,English,2022-09-03,2022-09-05,Family,/km6F7QywodDifIpEypB40XcOE86.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=89825,https://www.themoviedb.org/movie/1010705
"Tad, the Lost Explorer and the Emerald Tablet",Tadeo Jones 3: La Tabla Esmeralda,Lightbox Entertainment,,Spanish,2022-08-24,2022-08-26,"Adventure,Family,Comedy,Fantasy",/jvIVl8zdNSOAJImw1elQEzxStMN.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80659,https://www.themoviedb.org/movie/676701
Rise of the Teenage Mutant Ninja Turtles: The Movie,Rise of the Teenage Mutant Ninja Turtles: The Movie,Nickelodeon,"Top Draw Animation Inc., Cartoon Conrad, Flying Bark Productions",English,2022-08-04,2022-08-05,"Action,Science Fiction",/rSmTqtb7gICeRwvsEmq0uJxR4XU.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76014,https://www.themoviedb.org/movie/765172
Luck,Luck,Skydance Animation,"Company 3, Skywalker Sound",English,2022-08-05,2022-08-05,"Adventure,Comedy,Fantasy",/1HOYvwGFioUFL58UVvDRG6beEDm.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71733,https://www.themoviedb.org/movie/585511
Paws of Fury: The Legend of Hank,Paws of Fury: The Legend of Hank,HB Wink Animation,,English,2022-07-14,2022-07-22,"Action,Adventure,Comedy,Family",/vccE9bBa9mgghFpkWzU1fQqmOKB.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=73978,https://www.themoviedb.org/movie/366672
Mr. Osomatsu: The Hipipo Tribe and the Glistening Fruit,おそ松さん～ヒピポ族と輝く果実～,Studio Pierrot,,Japanese,2022-07-08,2022-07-08,"Fantasy,Comedy",/z4F4yu2FjjYzkYkJylWjMCDOMf2.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83030,https://www.themoviedb.org/movie/866025
Naked Mole Rat Gets Dressed: The Underground Rock Experience,Naked Mole Rat Gets Dressed: The Underground Rock Experience,Odd Bot Animation,,English,2022-06-30,2022-06-30,Family,/9Gj9KkOzbDr1LKjibSCDE0cV2nt.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76326,https://www.themoviedb.org/movie/991531
Minions: The Rise of Gru,Minions: The Rise of Gru,Illumination Entertainment,Illumination Mac Guff,English,2022-06-29,2022-07-01,"Comedy,Family",/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=66890,https://www.themoviedb.org/movie/438148
Beavis and Butt-Head Do the Universe,Beavis and Butt-Head Do the Universe,Tenth Annual Industries,"Titmouse Inc., Inspidea, Snipple Animation Studios, Margarita Mix",English,2022-06-23,2022-06-23,"Comedy,Science Fiction",/rVKMA2j8m8hWgsDyXOllXp8DsWI.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76196,https://www.themoviedb.org/movie/828947
The Sea Beast,The Sea Beast,Netflix,Sony Pictures Imageworks,English,2022-06-24,2022-07-08,"Adventure,Family,Fantasy",/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=74957,https://www.themoviedb.org/movie/560057
King Tweety,King Tweety,Warner Bros.,Snipple Animation Studios,English,2022-06-13,2022-06-14,"Comedy,Family,Adventure,Fantasy,Mystery",/jJatuRAVIsxAIszL3QTxrbIzxzc.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=74763,https://www.themoviedb.org/movie/952217
The Flying Sailor,The Flying Sailor,National Film Board of Canada,,English,2022-06-13,2022-06-13,"Comedy,Fantasy",/xWkv9WOT8EFvzN7pdyaOIVAUVuZ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80819,https://www.themoviedb.org/movie/742872
Dragon Ball Super: Super Hero,ドラゴンボール超 スーパーヒーロー,Toei Animation,"J.C.Staff, Kusanagi, Yumeta Company, Kinema Citrus, Graphinica, ENGI",Japanese,2022-06-11,2022-06-11,"Science Fiction,Action",/pi0iZOEHeA3ih4p1IwAG4x2DZNH.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79989,https://www.themoviedb.org/movie/610150
Teasing Master Takagi-san: The Movie,劇場版 からかい上手の高木さん,Shin-Ei Animation,,Japanese,2022-06-10,2022-06-10,"Comedy,Romance",/kGyya4tD6mDCGjfoK9lktDkLxvy.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=81825,https://www.themoviedb.org/movie/938567
The Bob's Burgers Movie,The Bob's Burgers Movie,Wilo Productions,"Nørlum, Mercury Filmworks, Yeson Entertainment, Synergy Animation, Bento Box Animation, Tonic DNA, Lighthouse Studios",English,2022-05-26,2022-05-27,"Adventure,Comedy",/AvV2nHEDQMWuRqAUrpcx2fB97CB.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72556,https://www.themoviedb.org/movie/504827
My Butt Has a Fever,My Butt Has a Fever,Wilo Productions,,English,2022-05-06,2022-05-27,Comedy,/brSpzZ1WVwtgcHR1XFycq472h3i.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76482,https://www.themoviedb.org/movie/854456
"Snoopy Presents: To Mom (and Dad), With Love","Snoopy Presents: To Mom (and Dad), With Love",WildBrain,,English,2022-05-05,2022-05-06,Other,/sChfCU3PDV3N6nYessVPWeWkUBc.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78816,https://www.themoviedb.org/movie/949581
Marmaduke,Marmaduke,Legacy Classics,,English,2022-04-28,2022-05-06,"Family,Comedy,Adventure",/bMUhBeMp0vLQzaPBX0izFdnFvh0.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=75009,https://www.themoviedb.org/movie/678287
"Snoopy Presents: It's the Small Things, Charlie Brown","Snoopy Presents: It's the Small Things, Charlie Brown",WildBrain,,English,2022-04-14,2022-04-15,Family,/iEJGBnZa9PnCXSTrcQGEqK9Y9yr.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78815,https://www.themoviedb.org/movie/949580
Blue Thermal,ブルーサーマル,"Telecom Animation Film Co., Ltd.",,Japanese,2022-03-04,2022-03-04,"Drama,Romance,Comedy",/xUIX9FA9t4S2SgnPpTcGp9LH3Uz.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=81097,https://www.themoviedb.org/movie/865767
Animal Attraction,Animal Attraction,Illumination Entertainment,,English,2022-03-01,2022-03-29,Comedy,/6VSDBUsckXFSUPGOdyLY21UJZJC.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=74971,https://www.themoviedb.org/movie/945394
Cat Burglar,Cat Burglar,Netflix,,English,2022-02-22,2022-02-22,Comedy,/phBYksmk15iwt5NqnAfzkhwbdTX.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=81549,https://www.themoviedb.org/movie/931034
Chickenhare and the Hamster of Darkness,Chickenhare and the Hamster of Darkness,nWave Pictures,,English,2022-02-16,2022-02-16,"Adventure,Comedy,Family,Fantasy",/2v6f1EqTo4FUxVT9MDXpF6158AX.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=76187,https://www.themoviedb.org/movie/778855
Bubble,バブル,Wit Studio,"Production I.G, Kinema Citrus, Graphinica, CloverWorks, David Production, ENGI, Zexcs, F.A.I. International, TROYCA",Japanese,2022-02-14,2022-04-28,"Adventure,Science Fiction,Fantasy,Romance",/kk28Lk8oQBGjoHRGUCN2vxKb4O2.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80656,https://www.themoviedb.org/movie/912598
Tom and Jerry Cowboy Up!,Tom and Jerry Cowboy Up!,Warner Bros.,"Renegade Animation, Slap Happy Cartoons",English,2022-01-24,2022-01-25,"Comedy,Family,Western",/muIaHotSaSUQr0KZCIJOYQEe7y2.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=73274,https://www.themoviedb.org/movie/892153
Hotel Transylvania: Transformania,Hotel Transylvania: Transformania,Sony Pictures Animation,Sony Pictures Imageworks,English,2022-01-31,2022-01-14,"Comedy,Family,Adventure,Fantasy",/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=67158,https://www.themoviedb.org/movie/585083
Fireheart,Fireheart,L'Atelier Animation,,English,2022-01-16,2022-02-02,"Family,Comedy",/nmD0vZk8jQg1Suhs0iv9cj0xdtZ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78363,https://www.themoviedb.org/movie/778810
Snoopy Presents: For Auld Lang Syne,Snoopy Presents: For Auld Lang Syne,WildBrain,,English,2021-12-09,2021-12-10,Family,/p0ONYt2cw0vPEnZIoOHq1Ki7Ifm.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=78814,https://www.themoviedb.org/movie/881211
Aria the Benedizione,ARIA The BENEDIZIONE,J.C.Staff,,Japanese,2021-12-03,2021-12-03,"Comedy,Science Fiction,Fantasy",/dfmQW5Wyf1iAikFhuKH7xyDCGjU.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83237,https://www.themoviedb.org/movie/808604
Back to the Outback,Back to the Outback,Netflix,Reel FX,English,2021-12-03,2021-12-10,"Family,Adventure,Comedy",/jbAUTO7qFN8XFG2LM3bz30vzGFJ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=73147,https://www.themoviedb.org/movie/770254
Sing 2,Sing 2,Illumination Entertainment,,English,2021-12-01,2021-12-22,"Family,Comedy",/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=70037,https://www.themoviedb.org/movie/438695
Ciao Alberto,Ciao Alberto,Pixar,Skywalker Sound,English,2021-11-12,2021-11-12,"Comedy,Family,Fantasy",/1SyTnaY0wte69oKdqxQLvxPT3hs.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72891,https://www.themoviedb.org/movie/876716
Monster Family 2,Monster Family 2,Ambient Entertainment,,English,2021-10-15,2021-10-15,"Family,Comedy",/fD3w59S1e3otqTMQDzxLq24khUf.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=91575,https://www.themoviedb.org/movie/823609
Bright: Samurai Soul,ブライト: サムライソウル,Arect,,Japanese,2021-10-12,2021-10-12,"Action,Fantasy",/6FuOW69wl9Bf2kzaVut596sMhZ6.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83015,https://www.themoviedb.org/movie/839100
Robin Robin,Robin Robin,Aardman,,English,2021-10-09,2021-11-24,"Adventure,Family",/bKIdlJbd17rrIm4oZzhXTbmqpon.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=73516,https://www.themoviedb.org/movie/649928
Ron's Gone Wrong,Ron's Gone Wrong,Locksmith Animation,"TSG Entertainment, DNEG",English,2021-10-14,2021-10-22,"Science Fiction,Family,Comedy",/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71048,https://www.themoviedb.org/movie/482321
Child of Kamiari Month,神在月のこども,Liden Films,,Japanese,2021-10-08,2021-10-08,"Drama,Fantasy,Family",/ffPIWQjps6NrIYog22yJ8IEAuCT.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=86579,https://www.themoviedb.org/movie/628964
Sing a Bit of Harmony,アイの歌声を聴かせて,J.C.Staff,"Seigasha, Anitus Kobe, Triple A, ENGI, Snowlight Staff",Japanese,2021-10-29,2021-10-29,"Drama,Science Fiction",/2StlCunICxbQH2k1t32Azgs5w08.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79331,https://www.themoviedb.org/movie/741335
The Addams Family 2,The Addams Family 2,Nitrogen Studios Canada,"MGM, Creative Capers Entertainment, Cinesite Animation Studios",English,2021-10-01,2021-10-01,"Family,Comedy,Fantasy,Adventure",/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71359,https://www.themoviedb.org/movie/639721
Curious George: Cape Ahoy,Curious George: Cape Ahoy,Imagine Entertainment,,English,2021-09-30,2021-09-30,"Adventure,Comedy",/xHvEiU3Ja1xiGt9oq2pu0huk5m3.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72559,https://www.themoviedb.org/movie/918832
Seal Team,Seal Team,Triggerfish Animation Studios,,English,2021-10-28,2021-12-31,Family,/yPZ3I27oeSm4zVesgMxXlhW8GDe.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=73661,https://www.themoviedb.org/movie/823610
Mortal Kombat Legends: Battle of the Realms,Mortal Kombat Legends: Battle of the Realms,Warner Bros.,,English,2021-08-31,2021-08-31,"Action,Fantasy",/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71194,https://www.themoviedb.org/movie/841755
The Witcher: Nightmare of the Wolf,The Witcher: Nightmare of the Wolf,Studio Mir,,English,2021-08-23,2021-08-23,"Action,Fantasy",/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=79658,https://www.themoviedb.org/movie/666243
The Loud House Movie,The Loud House Movie,Nickelodeon,Top Draw Animation Inc.,English,2021-08-20,2021-08-20,"Family,Comedy,Adventure,Fantasy",/mab5wPeGVjbMyYMzyzfdKKnG9cl.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=71174,https://www.themoviedb.org/movie/410113
Monster Hunter: Legends of the Guild,Monster Hunter: Legends of the Guild,Pure Imagination Studios,,English,2021-08-12,2021-08-21,"Adventure,Action,Fantasy",/fctSbleL7ozVcGyC163nPv4arW1.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80857,https://www.themoviedb.org/movie/851281
PAW Patrol: The Movie,PAW Patrol: The Movie,Spin Master Entertainment,"Mikros Image, House of Cool, Inc.",English,2021-08-09,2021-08-20,"Family,Adventure,Comedy",/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=68968,https://www.themoviedb.org/movie/675445
Furry Friends Forever: Elmo Gets a Puppy,Furry Friends Forever: Elmo Gets a Puppy,Sesame Workshop,,English,2021-08-05,2021-08-05,Family,/eP8A6bJxbaP5wsYgCXPafMZKFwB.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72118,https://www.themoviedb.org/movie/851907
Vivo,Vivo,Sony Pictures Animation,Sony Pictures Imageworks,English,2021-07-30,2021-08-06,"Family,Comedy",/eRLlrhbdYE7XN6VtcZKy6o2BsOw.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=70961,https://www.themoviedb.org/movie/449406
Green Snake,白蛇 II: 青蛇劫起,Light Chaser Animation Studio,,Chinese,2021-07-23,2021-07-23,"Fantasy,Action,Adventure",/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=83141,https://www.themoviedb.org/movie/795607
Belle,竜とそばかすの姫,Studio Chizu,"Madhouse, Dr Movie, CoMix Wave Films, Studio Khara, Tatsunoko Production, MARU Animation, Wafu Animation, Asread, Studio Colorido",Japanese,2021-07-16,2021-07-16,"Science Fiction,Family",/fYHOD4pxZQk4rsP2tQrZI5uBlZV.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=75635,https://www.themoviedb.org/movie/776305
Space Jam: A New Legacy,Space Jam: A New Legacy,Warner Animation Group,"Industrial Light &amp; Magic, Cinesite Animation Studios, Tonic DNA, Company 3 Animation",English,2021-07-08,2021-07-16,"Family,Comedy,Science Fiction",/5bFK5d3mVTAvBCXi5NPWH0tYjKl.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=66376,https://www.themoviedb.org/movie/379686
America: The Motion Picture,America: The Motion Picture,Netflix,Floyd County,English,2021-06-30,2021-06-30,"Action,Comedy",/1JRRvx5RotvWM1maeq9r82ktdHi.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=70822,https://www.themoviedb.org/movie/739542
Tomorrow's Leaves,Tomorrow's Leaves,Studio Ponoc,,Japanese,2021-07-23,2021-07-23,Other,/xm7nFUrgc5Q5HJNhmXAyCNx3IHY.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=86844,https://www.themoviedb.org/movie/831775
The Deer King,鹿の王 ユナと約束の旅,Production I.G,,Japanese,2021-10-28,2021-06-14,"Drama,Adventure,Fantasy",/tE6bhyMR973XcWr2gqeCmAgvvYW.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=82072,https://www.themoviedb.org/movie/633844
Blush,Blush,Skydance Animation,,English,2021-06-13,2021-10-01,"Romance,Science Fiction,Family",/eOnRPzGjmGwmoqtznGv1gx22JWh.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=72892,https://www.themoviedb.org/movie/818350
Rock Dog 2: Rock Around the Park,Rock Dog 2: Rock Around the Park,Splash Entertainment,,English,2021-08-05,2021-06-15,"Comedy,Family",/kETYRGA15L0wkVPugSl8lKmSgFn.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=77330,https://www.themoviedb.org/movie/812204
Fortune Favors Lady Nikuko,漁港の肉子ちゃん,Studio 4°C,"Dr Movie, Tatsunoko Production, Kagura, Nippon Animation, TNK, Top Gear",Japanese,2021-06-11,2021-06-11,"Drama,Family,Comedy",/ceine994qh3wc5KpQoEp3LAGHOS.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=80875,https://www.themoviedb.org/movie/781816
22 vs. Earth,22 vs. Earth,Pixar,,English,2021-04-30,2021-04-30,"Family,Comedy,Fantasy",/32vLDKSzcCMh55zqqaSqqUA8naz.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=69986,https://www.themoviedb.org/movie/811367
Arlo the Alligator Boy,Arlo the Alligator Boy,Netflix,Titmouse Inc.,English,2021-04-16,2021-04-16,"Comedy,Family",/oOQMJM7G2W8v2AEK722k8welIJY.jpg,https://www.intanibase.com/iad_entries/entry.aspx?shortID=68980,https://www.themoviedb.org/movie/763568
